b' ',b' ',b' ',b' ',b' '
b'Tue Apr 17 03:03:36 +0000 2018',986077691513331712,37133541,b'Ann Sutherland',b'RT @JosephMeliambro: @TomFitton @JudicialWatch @RealDonalTrump Comey was born a liar. He just hasn\xe2\x80\x99t been criminally convicted for doing so.'
b'Tue Apr 17 03:03:38 +0000 2018',986077697200836610,866837263,b'@Brenda',b'@JohnRLottJr @KurtSchlichter @GStephanopoulos @HillaryClinton It is very scary!'
b'Tue Apr 17 03:03:41 +0000 2018',986077709825605633,314243234,b'#ClearFlynnNow',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:03:41 +0000 2018',986077712191287297,345715294,b'Kathy Boudreau',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:03:42 +0000 2018',986077713625747458,158509594,b'Rob R',"b""RT @JohnRLottJr: Comey: \xe2\x80\x98My Wife and Girls\xe2\x80\x99 Marched in the Anti-Trump March, Voted Hillary. Comey's wife was devastated that Hillary lost t\xe2\x80\xa6"""
b'Tue Apr 17 03:03:48 +0000 2018',986077739089199105,885968389218238464,b'Kevin Gonyea',b'@Surfingranny4DT @seanhannity @WattersWorld @FoxFriendsFirst @LouDobbs @AGJeffBSessions @VP @HillaryClinton\xe2\x80\xa6 https://t.co/IK6HeHuhC1'
b'Tue Apr 17 03:03:48 +0000 2018',986077740603461638,2842798533,b'NunesMustGo',"b'RT @crw555: Adding my small voice to that of Madam Secretary in wishing Barbara peace, comfort and healing, and the entire Bush Family Pray\xe2\x80\xa6'"
b'Tue Apr 17 03:03:49 +0000 2018',986077743807913984,37133541,b'Ann Sutherland',b'RT @crizaans: @TomFitton @ScottKaspar @JudicialWatch @RealDonalTrump #QAnon #IBOR #MAGA #TarmacTreason #LockThemAllUp @POTUS https://t.co/l\xe2\x80\xa6'
b'Tue Apr 17 03:03:49 +0000 2018',986077746274193413,49007146,b'Gladys Nations',"b""@AKkat56 @AlanGerwien1 @dirt_trek @FLOTUS @realDonaldTrump @BarackObama And complete with the meme maker's advertisement plugs\xf0\x9f\x98\x82\xf0\x9f\x98\x82"""
b'Tue Apr 17 03:03:50 +0000 2018',986077748040003584,39483850,"b'S\xc3\xa9amus MacRuaidhr\xc3\xad, Zoning is Racist, btw'",b'@NomikiKonst @CynthiaNixon @NYGovCuomo @BernieSanders @makeNYTrueBlue @OurRevolution @TYTPolitics @ny_indivisible\xe2\x80\xa6 https://t.co/SMBNI1hhd8'
b'Tue Apr 17 03:03:50 +0000 2018',986077750988541952,23405846,b'NewsX',"b'Girl gets parents booked by #Delhi police for withdrawing rape case, claims they accepted Rs 20 lakh bribe\xe2\x80\xa6 https://t.co/SywBJVMNwm'"
b'Tue Apr 17 03:03:51 +0000 2018',986077754583023616,3669231501,b'Durinn McFurren',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 03:03:51 +0000 2018',986077755182690304,26417015,b'Jenet',b'RT @HillaryWarnedUs: SHE NEEDS TO MAKE A COCKTAIL https://t.co/V7t0PlgN6M'
b'Tue Apr 17 03:03:51 +0000 2018',986077755359064069,957305033015558144,b'independant1',"b""RT @r0h03: She admitted that her close friends worked on the @HillaryClinton campaign! Comey's wife tells how she was 'devastated' at Trump\xe2\x80\xa6"""
b'Tue Apr 17 03:03:52 +0000 2018',986077755631484929,2837670355,b'DarLa',"b'RT @fighterjetjim: @USMCDevil1034 @TomFitton @JudicialWatch @RealDonalTrump You have a good point. Huma sends thousands of documents, inclu\xe2\x80\xa6'"
b'Tue Apr 17 03:03:52 +0000 2018',986077759490412544,885834430597791745,b'#THEGREATAWAKENING #QANON #DESTROYILLUSION',"b""RT @Bridget20917878: @HillaryClinton Clueless..We Aren't.. https://t.co/QAD8hy5tNC"""
b'Tue Apr 17 03:03:53 +0000 2018',986077761356759040,381319309,b'Serena S. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8',b'@_MariaBetty @KellyStreeper @usanovak @RealJamesWoods @KrissyMAGA3X @HillaryClinton Big time!!'
b'Tue Apr 17 03:03:54 +0000 2018',986077764372652032,2564224441,b'Beartrap',b'RT @chicwillow: @TomFitton @JudicialWatch @RealDonalTrump SUBPOENA @Comey he\xe2\x80\x99s guilty as hell in orchestrating the FISA abuses and Hillarys\xe2\x80\xa6'
b'Tue Apr 17 03:03:55 +0000 2018',986077770802282497,3271255423,b'Hello2018',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:03:57 +0000 2018',986077779954421761,4820409497,b'Ruot Kenya',"b'RT @haaretzcom: MBS gets Berned: @BernieSanders blasts Saudi\'s crown prince for ""recently purchasing a $500 million yacht because he though\xe2\x80\xa6'"
b'Tue Apr 17 03:03:57 +0000 2018',986077780495491073,903821937205501952,b'#DrainTheDeepState',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:04:02 +0000 2018',986077799772508160,268998600,b'MademoiselleCroal',"b'@JustinTrudeau @EmmanuelMacron @cathmckenna @cafreeland @melaniejoly Hey United States! ""Superpower"" Remember when\xe2\x80\xa6 https://t.co/k4dPIeFO4r'"
b'Tue Apr 17 03:04:04 +0000 2018',986077806965678081,896926486116147200,b'Priya Dasi5',b'RT @Neelamdasi1: #Ambedkarjayanti All political parties have started  to throw mud over each other instead they shoud unite to  punish the\xe2\x80\xa6'
b'Tue Apr 17 03:04:05 +0000 2018',986077812149932032,37133541,b'Ann Sutherland',b'RT @Cash_Rules_: @TomFitton @JudicialWatch @RealDonalTrump Weiner\xe2\x80\x99s \xe2\x80\x9cLife Insurance\xe2\x80\x9d folder is bigger than first advertised.'
b'Tue Apr 17 03:04:06 +0000 2018',986077815660564480,802664335982161924,b'Marie Dyer',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:04:07 +0000 2018',986077820437725184,1623977834,b'america lover',b'RT @atensnut: Once again.... Comey is helping dig Hillary\xe2\x80\x99s grave Deeper.  This idiot doesn\xe2\x80\x99t know when to be quite.  His EGO is bigger tha\xe2\x80\xa6'
b'Tue Apr 17 03:04:09 +0000 2018',986077830718148608,632024017,b'Joyce Jelinek',"b'RT @GeorgiaDirtRoad: ""The evidence against @HillaryClinton was powerful, overwhelming evidence under a variety of statutes that she broke t\xe2\x80\xa6'"
b'Tue Apr 17 03:04:11 +0000 2018',986077838532104192,784111624462274560,b'Cameron Delarosa',"b'RT @hawillisdc: @BarackObama @WakaFlocka @ChrisCrocker Amber Ettinger aka Obama Girl made a sacrifice, embarrassing herself to say what we\xe2\x80\xa6'"
b'Tue Apr 17 03:04:13 +0000 2018',986077843972075522,2484653474,b'Amy Miller',b'@JohnRLottJr @KurtSchlichter @GStephanopoulos @HillaryClinton This revelation made me happy. Otherwise the intervie\xe2\x80\xa6 https://t.co/iKjmF6OkyR'
b'Tue Apr 17 03:04:13 +0000 2018',986077846710902784,3707344872,b'Jean Feeney',"b'""Enforce.Lady.Justice.\nEQUALLY.\nTop.\nEnders.\nlike.clinton.\nfoundation.&amp;."".""THE.FOLKS"".""THINK.AGAIN.AMERICA.\xf0\x9f\x91\x92.\xf0\x9f\x92\x96.\xf0\x9f\x90\xa9.\xf0\x9f\x98\xb1.\xe2\x80\xa6 https://t.co/I2B24WjuOL'"
b'Tue Apr 17 03:04:13 +0000 2018',986077847482781696,825942521679400961,b'Kerry Alexander',"b""@FoxNews @MariaBartiromo @Comey @POTUS @HillaryClinton Uhhhh, probably bc 1. HRC didn't become POTUS and therefore\xe2\x80\xa6 https://t.co/mlEq27eBnA"""
b'Tue Apr 17 03:04:14 +0000 2018',986077850959622144,34245009,b'India TV',"b'As several of the party hoppers, who have got tickets, have had connection with JDS, @siddaramaiah former party, it\xe2\x80\xa6 https://t.co/bb8N1M24fA'"
b'Tue Apr 17 03:04:16 +0000 2018',986077857536446464,897781371892105217,b'Joseph Edwards',b'@DanDeFreest @HillaryClinton This former president\xe2\x80\x99s wife has nothing in comparison to the Former First Lady !'
b'Tue Apr 17 03:04:16 +0000 2018',986077859147124736,833009990369697792,b'LindaTpa',b'@HillaryClinton Hillary I\xe2\x80\x99m behind you a 1000%&amp; I KNOW there are MANY others!!! The orange monkey needs 2 remember\xe2\x80\xa6 https://t.co/ABi0aNt1OT'
b'Tue Apr 17 03:04:16 +0000 2018',986077859771908096,713349508134936576,b'Rooster',b'RT @Rebeccasarver14: @POTUS @USAGSessions @seanhannity @HillaryClinton @BarackObama @PortCanaveral @DNC @realDonaldTrump @cynthiamckinney @\xe2\x80\xa6'
b'Tue Apr 17 03:04:16 +0000 2018',986077860061483008,37133541,b'Ann Sutherland',"b'RT @cchatley55: @TomFitton @SaraCarterDC @JudicialWatch @RealDonalTrump When they lie every day, it\xe2\x80\x99s hard to keep them all straight'"
b'Tue Apr 17 03:04:17 +0000 2018',986077863966334976,720650605,b'Vitamin Z',b'@jaketapper @Comey @BarackObama @HillaryClinton Fire up the Obstruction of Justice engine on ole Barry.'
b'Tue Apr 17 03:04:18 +0000 2018',986077864557731840,885834430597791745,b'#THEGREATAWAKENING #QANON #DESTROYILLUSION',"b""RT @Bridget20917878: @HillaryClinton Clueless..We Aren't.. https://t.co/QAD8hy5tNC"""
b'Tue Apr 17 03:04:21 +0000 2018',986077880693161984,520743758,b'Ryan',b'@lifes2simple @Comey @HillaryClinton So she would\xe2\x80\x99ve voted for Marge Schott?'
b'Tue Apr 17 03:04:23 +0000 2018',986077886963748864,2420833976,b'JustCallMeHerb',"b""RT @JordanChariton: Ed Schultz says @msnbc fired him for supporting @BernieSanders and that network president told him he couldn't broadcas\xe2\x80\xa6"""
b'Tue Apr 17 03:04:24 +0000 2018',986077890549862400,933139523390836736,b'((TSR)Trump Saving Republic',"b'RT @fbc1955: @TuckerCarlson @MarkSteynOnline if @Comey was so concerned about @POTUS not mentioning #Putin in a private meeting, wonder wha\xe2\x80\xa6'"
b'Tue Apr 17 03:04:31 +0000 2018',986077921382150144,833009990369697792,b'LindaTpa',b'RT @DanDeFreest: @HillaryClinton Interesting how a former First Lady expresses her feelings while the current first lady is one-again silen\xe2\x80\xa6'
b'Tue Apr 17 03:04:32 +0000 2018',986077924351729664,883775132484947968,b'Veronica Evans',b'RT @atensnut: Once again.... Comey is helping dig Hillary\xe2\x80\x99s grave Deeper.  This idiot doesn\xe2\x80\x99t know when to be quite.  His EGO is bigger tha\xe2\x80\xa6'
b'Tue Apr 17 03:04:35 +0000 2018',986077938570244096,85134720,b'#MAGA Moon',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:04:38 +0000 2018',986077950238851072,827894583505793025,b'Lisette_Fahrun',"b""@Hawaiian_Greens @HillaryClinton Hey Chris, I'd accidentally typed put,instead of * out,but did correct it,what els\xe2\x80\xa6 https://t.co/uZDCXAUvnK"""
b'Tue Apr 17 03:04:40 +0000 2018',986077956912091138,427504648,b'MsDee',b'@JosephMarionRa2 @Fergus_2 @ksides81 @GMSarli @BrunchPunch @realDonaldTrump @BarackObama @DiamondandSilk @POTUS\xe2\x80\xa6 https://t.co/qQx3YQn1n7'
b'Tue Apr 17 03:04:42 +0000 2018',986077965963448320,2348228520,b'Muhamed Islami',b'RT @atensnut: Once again.... Comey is helping dig Hillary\xe2\x80\x99s grave Deeper.  This idiot doesn\xe2\x80\x99t know when to be quite.  His EGO is bigger tha\xe2\x80\xa6'
b'Tue Apr 17 03:04:43 +0000 2018',986077973102014464,777582050563850240,b'Larry Swearingen',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:04:44 +0000 2018',986077975572459521,820078592952451072,b'JP John',"b'RT @FoxNews: .@GreggJarrett: ""The evidence against @HillaryClinton was powerful, overwhelming evidence under a variety of statutes that she\xe2\x80\xa6'"
b'Tue Apr 17 03:04:52 +0000 2018',986078009651118080,799496538477236224,b'Math Theologica',b'@Thankful4Usa @USCentrist @FoxNews @GreggJarrett @HillaryClinton @Comey @NextRevFNC How many congressmen are exactl\xe2\x80\xa6 https://t.co/gtB8U0cbP9'
b'Tue Apr 17 03:04:52 +0000 2018',986078009189896192,2761158277,b'CHUCK \xf0\x9f\x98\x8eOKC',"b'RT @SummerGirlSUP: Tears! I am so happy to be alive for this, and I am so proud to be an American with @realDonaldTrump as our @POTUS \n#Ope\xe2\x80\xa6'"
b'Tue Apr 17 03:04:54 +0000 2018',986078015967899649,953800074437496832,b'@TheVillageIdiot',b'RT @Surfingranny4DT: @seanhannity @WattersWorld @FoxFriendsFirst @LouDobbs @AGJeffBSessions @VP @HillaryClinton @BarackObama @DavidFrum @Ad\xe2\x80\xa6'
b' ',b' ',b' ',b' ',b' '
b'Tue Apr 17 03:04:56 +0000 2018',986078027896385537,985993619604619264,b'Lucifer Gray',b'@BarackObama @KremlinRussia_E its you two'
b'Tue Apr 17 03:05:01 +0000 2018',986078048075345920,16715269,b'carlottah',"b'RT @rolandsmartin: Wait. @SeanHannity is whining about @Comey, saying how could he make comments about @realDonaldTrump that he didn\xe2\x80\x99t have\xe2\x80\xa6'"
b'Tue Apr 17 03:05:02 +0000 2018',986078049719418880,833009990369697792,b'LindaTpa',b'@DanDeFreest @HillaryClinton She\xe2\x80\x99s probably to scared to say anything!'
b'Tue Apr 17 03:05:01 +0000 2018',986078047458775041,65735401,b'hope4trump',b'@JohnRLottJr @KurtSchlichter @GStephanopoulos @HillaryClinton @jamescomey1 @RealJamesWoods @JaySekulow @POTUS\xe2\x80\xa6 https://t.co/tp3UaCiVji'
b'Tue Apr 17 03:05:06 +0000 2018',986078066471399424,400296615,b'david sirias',"b""RT @JordanChariton: Ed Schultz says @msnbc fired him for supporting @BernieSanders and that network president told him he couldn't broadcas\xe2\x80\xa6"""
b'Tue Apr 17 03:05:06 +0000 2018',986078067620765696,21336979,b'Benson',b'RT @NomikiKonst: .@CynthiaNixon releases her response to @NYGovCuomo\xe2\x80\x99s claim that he\xe2\x80\x99s \xe2\x80\x9clock step with @BernieSanders\xe2\x80\x9d by showing his own w\xe2\x80\xa6'
b'Tue Apr 17 03:05:08 +0000 2018',986078075921281024,707868376,b'Mike',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 03:05:06 +0000 2018',986078066479976449,37133541,b'Ann Sutherland',"b'RT @HolmesSimons: @TomFitton @jjauthor @JudicialWatch @RealDonalTrump Wiener Laptop reported to contain...\n\n650,000 emails\n\nAll reviewed by\xe2\x80\xa6'"
b'Tue Apr 17 03:05:08 +0000 2018',986078076290334720,510725884,b'Oscar F. Pe\xc3\xb1a III',"b'@lopezobrador_ Le comparto estas gr\xc3\xa1ficas:\n(En los \xc3\xbaltimos a\xc3\xb1os las encuestas no han demostrado nada, pregunt\xc3\xa9mosle\xe2\x80\xa6 https://t.co/gaWVQkU4pD'"
b'Tue Apr 17 03:05:09 +0000 2018',986078081331945472,849817438631993345,"b""Puss 'n Bootstraps""","b""RT @JordanChariton: Ed Schultz says @msnbc fired him for supporting @BernieSanders and that network president told him he couldn't broadcas\xe2\x80\xa6"""
b'Tue Apr 17 03:05:10 +0000 2018',986078085341745152,4827754357,b'Chatitup!',b'@DeVonneRo @Fergus_2 @ksides81 @GMSarli @BrunchPunch @realDonaldTrump @BarackObama @DiamondandSilk @POTUS\xe2\x80\xa6 https://t.co/SC6eR1C510'
b'Tue Apr 17 03:05:11 +0000 2018',986078090869858304,2841662404,"b'""Sources Say""'","b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:05:12 +0000 2018',986078091440160768,902149877106434048,b'Steve Austin',b'Crazy USA.  @BarackObama 8 yrs dismantling America and building up Iran and muslim rebels everywhere (considered gr\xe2\x80\xa6 https://t.co/rs74TzW7nJ'
b'Tue Apr 17 03:05:16 +0000 2018',986078109861597185,68927629,b'moneycontrol',"b'New York Times, New Yorker win #PulitzerPrize for #MeToo watershed\nhttps://t.co/AZM37KxGdh'"
b' ',b' ',b' ',b' ',b' '
b'Tue Apr 17 03:05:16 +0000 2018',986078110247522304,833009990369697792,b'LindaTpa',b'RT @LindaTpa: @DanDeFreest @HillaryClinton She\xe2\x80\x99s probably to scared to say anything!'
b'Tue Apr 17 03:05:16 +0000 2018',986078111404965888,922102676829093888,b'Tula',b'RT @realDrOlmo: This is what 50 years of being around @HillaryClinton does to a man. https://t.co/wO0Sbl9eYj'
b'Tue Apr 17 03:05:17 +0000 2018',986078111996375040,714225595450654720,b'WhenWillTheyWakeUp',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:05:19 +0000 2018',986078121240813568,2882405171,b'Laura Freitas',"b'@PalmerReport @HillaryClinton Fell asleep at ""Hill..."" so was Al Gore what did you say about that? Bring him back a\xe2\x80\xa6 https://t.co/iyhpxWGRTc'"
b'Tue Apr 17 03:05:22 +0000 2018',986078133404155904,712900826784661504,b'Will L',b'@venomlegions2 @Curious_66 @Castoropollux2 @kustera_rita @QLover18 @1776Stonewall @TuckerCarlson @POTUS\xe2\x80\xa6 https://t.co/uUK8NnWPyF'
b'Tue Apr 17 03:05:22 +0000 2018',986078133479792640,2919788447,b'french fries.',b'@AriBerman @MotherJones Cc @HillaryClinton'
b'Tue Apr 17 03:05:22 +0000 2018',986078133827899393,961387548370235392,b'Donald T',b'RT @DallasIrey: #Trumpville https://t.co/n5fVU3EHBI'
b'Tue Apr 17 03:05:22 +0000 2018',986078136533159941,931850941,b'Parasha Obama',"b'#Barack #Obama @BarackObama, #Michelle #Obama @MichelleObama, #Hillary #Clinton @HillaryClinton \xd0\x92\xd0\xb0\xd1\x88\xd0\xb5 \xd0\xbc\xd0\xb5\xd1\x81\xd1\x82\xd0\xbe \xd1\x83 \xd0\xbf\xd0\xb0\xd1\x80\xd0\xb0\xd1\x88\xd0\xb8! https://t.co/Fxgo5zWq5D'"
b'Tue Apr 17 03:05:24 +0000 2018',986078143487164416,788238289517948928,b'Angelica Beltran7 yo',"b'RT @seanhannity: Question for @GStephanopoulos, did @HillaryClinton break the law when she mishandled and destroyed classified, top secret,\xe2\x80\xa6'"
b'Tue Apr 17 03:05:24 +0000 2018',986078143801974785,897781371892105217,b'Joseph Edwards',b'@DanDeFreest @Cheekee996 @HillaryClinton This  support of a \xe2\x80\x9cliar\xe2\x80\x9d speaks for itself'
b'Tue Apr 17 03:05:24 +0000 2018',986078143881666560,833009990369697792,b'LindaTpa',b'RT @LindaTpa: @HillaryClinton Hillary I\xe2\x80\x99m behind you a 1000%&amp; I KNOW there are MANY others!!! The orange monkey needs 2 remember Karma is a\xe2\x80\xa6'
b'Tue Apr 17 03:05:25 +0000 2018',986078148038156288,892734480343080960,b'Gunjan Sahu',b'RT @SandhyaDas20: #WakeUpModi\n#\xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\x9f\xe0\xa5\x80_\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x87_\xe0\xa4\x87\xe0\xa4\x82\xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xab \n\xe0\xa4\xae\xe0\xa5\x8b\xe0\xa4\xa6\xe0\xa5\x80 \xe0\xa4\x9c\xe0\xa5\x80 \xe0\xa4\xaa\xe0\xa5\x82\xe0\xa4\xb0\xe0\xa5\x87 \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb8\xe0\xa4\x82\xe0\xa4\xa4 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa4\xaa\xe0\xa4\xbe\xe0\xa4\xb2 \xe0\xa4\x9c\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x9c \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xb8\xe0\xa4\x82\xe0\xa4\x97 \xe0\xa4\xb8\xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\x9f\xe0\xa5\x80\xe0\xa4\xb5\xe0\xa5\x80 \xe0\xa4\x9a\xe0\xa5\x88\xe0\xa4\xa8\xe0\xa4\xb2\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\x9a\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\x96\xe0\xa5\x8b \xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xaa \xe0\xa4\xa4\xe0\xa5\x8b\xe2\x80\xa6'
b'Tue Apr 17 03:05:26 +0000 2018',986078153247346688,777980271278694400,b'pat gunn',b'@PlowPlot @DNC @HillaryClinton Sweetheart I believe the US intel community.  The indictments state Bernie knew he w\xe2\x80\xa6 https://t.co/JplO1xYL4G'
b'Tue Apr 17 03:05:27 +0000 2018',986078154056810496,1549544370,b'isthisthingon',b'RT @DanDeFreest: @HillaryClinton Interesting how a former First Lady expresses her feelings while the current first lady is one-again silen\xe2\x80\xa6'
b'Tue Apr 17 03:05:27 +0000 2018',986078154581213184,612129565,b'R. Wolfe',"b""RT @misspete64: @WhoWolfe UNSEAL @BarackObama's records while we're at it.\n#StandUpAmerica"""
b'Tue Apr 17 03:05:27 +0000 2018',986078155159912448,786646967610847233,b'Clinton maid',b'@OrlandoDish @PalmerReport @HillaryClinton Except that she lost..'
b'Tue Apr 17 03:05:29 +0000 2018',986078162709893120,1046114347,b'(((B. Paul Stuart)))',"b'RT @BrianPaulStuart: .@realDonaldTrump, @SeanHannity:\nThat #MichaelCohen raid Mueller launched turned out to be quite a jackpot. #WeThePeop\xe2\x80\xa6'"
b'Tue Apr 17 03:05:32 +0000 2018',986078177603784704,510725884,b'Oscar F. Pe\xc3\xb1a III',"b'Le comparto estas gr\xc3\xa1ficas:\n(En los \xc3\xbaltimos a\xc3\xb1os las encuestas no han demostrado nada, pregunt\xc3\xa9mosle a\xe2\x80\xa6 https://t.co/Ijfp01H3U8'"
b'Tue Apr 17 03:05:37 +0000 2018',986078199753961472,2896685048,b'Sconnie Woman',"b'@TemujinTT @Charmed0504 @KristenBlush @HillaryClinton Yes, Barbara Bush is suffering from bad health. Perhaps, you\xe2\x80\xa6 https://t.co/ICowK119wH'"
